objectid,state_cnty_fips,state_name,cnty_name, foresland_acres , forest land sq miles ,size,% forest land,,,,,
436,08103,Colorado,Rio Blanco,"1,297,817","1,947",3223,60%,,,,,
437,08105,Colorado,Rio Grande,"259,304",389,913,43%,,,,,
438,08107,Colorado,Routt,"908,823","1,363",2368,58%,,,,,
439,08109,Colorado,Saguache,"936,310","1,404",3170,44%,,,,,
440,08111,Colorado,San Juan,"103,034",155,388,40%,,,,,
441,08113,Colorado,San Miguel,"486,110",729,1289,57%,,,,,
442,08115,Colorado,Sedgwick,-1,0,550,0%,,,,,
443,08117,Colorado,Summit,"231,154",347,619,56%,,,,,
444,13235,Georgia,Pulaski,-1,0,250,0%,,,,,
445,13237,Georgia,Putnam,-1,0,361,0%,,,,,
446,13239,Georgia,Quitman,-1,0,161,0%,,,,,
447,13241,Georgia,Rabun,-1,0,377,0%,,,,,
448,13243,Georgia,Randolph,-1,0,431,0%,,,,,
449,13245,Georgia,Richmond,-1,0,329,0%,,,,,
450,13247,Georgia,Rockdale,-1,0,132,0%,,,,,
451,13249,Georgia,Schley,-1,0,168,0%,,,,,
452,13251,Georgia,Screven,-1,0,656,0%,,,,,
453,13253,Georgia,Seminole,-1,0,257,0%,,,,,
454,13255,Georgia,Spalding,-1,0,200,0%,,,,,
455,13257,Georgia,Stephens,-1,0,184,0%,,,,,
456,13259,Georgia,Stewart,-1,0,463,0%,,,,,
457,13261,Georgia,Sumter,-1,0,493,0%,,,,,
458,13263,Georgia,Talbot,-1,0,395,0%,,,,,
459,13265,Georgia,Taliaferro,-1,0,195,0%,,,,,
460,13267,Georgia,Tattnall,-1,0,488,0%,,,,,
461,13269,Georgia,Taylor,-1,0,380,0%,,,,,
462,13271,Georgia,Telfair,-1,0,444,0%,,,,,
463,13273,Georgia,Terrell,-1,0,338,0%,,,,,
464,13275,Georgia,Thomas,-1,0,552,0%,,,,,
465,13277,Georgia,Tift,-1,0,269,0%,,,,,
466,13279,Georgia,Toombs,-1,0,369,0%,,,,,
467,13281,Georgia,Towns,-1,0,172,0%,,,,,
468,13283,Georgia,Treutlen,-1,0,202,0%,,,,,
469,13285,Georgia,Troup,-1,0,446,0%,,,,,
470,13287,Georgia,Turner,-1,0,290,0%,,,,,
471,13289,Georgia,Twiggs,-1,0,363,0%,,,,,
472,13291,Georgia,Union,-1,0,329,0%,,,,,
473,13293,Georgia,Upson,-1,0,328,0%,,,,,
474,13295,Georgia,Walker,-1,0,447,0%,,,,,
475,13297,Georgia,Walton,-1,0,330,0%,,,,,
476,13299,Georgia,Ware,-1,0,907,0%,,,,,
477,13301,Georgia,Warren,-1,0,287,0%,,,,,
478,13303,Georgia,Washington,-1,0,684,0%,,,,,
479,13305,Georgia,Wayne,-1,0,649,0%,,,,,
480,13143,Georgia,Haralson,-1,0,283,0%,,,,,
481,13153,Georgia,Houston,-1,0,380,0%,,,,,
482,13155,Georgia,Irwin,-1,0,363,0%,,,,,
483,13157,Georgia,Jackson,-1,0,343,0%,,,,,
484,13159,Georgia,Jasper,-1,0,374,0%,,,,,
485,13161,Georgia,Jeff Davis,-1,0,335,0%,,,,,
486,13163,Georgia,Jefferson,-1,0,530,0%,,,,,
487,13165,Georgia,Jenkins,-1,0,352,0%,,,,,
488,13167,Georgia,Johnson,-1,0,307,0%,,,,,
489,13169,Georgia,Jones,-1,0,395,0%,,,,,
490,13171,Georgia,Lamar,-1,0,186,0%,,,,,
491,13173,Georgia,Lanier,-1,0,200,0%,,,,,
492,13175,Georgia,Laurens,-1,0,819,0%,,,,,
493,13177,Georgia,Lee,-1,0,362,0%,,,,,
494,13179,Georgia,Liberty,-1,0,603,0%,,,,,
495,13181,Georgia,Lincoln,-1,0,257,0%,,,,,
496,13183,Georgia,Long,-1,0,404,0%,,,,,
497,13185,Georgia,Lowndes,-1,0,511,0%,,,,,
498,13187,Georgia,Lumpkin,-1,0,285,0%,,,,,
499,13189,Georgia,McDuffie,-1,0,266,0%,,,,,
500,13191,Georgia,McIntosh,-1,0,575,0%,,,,,
501,13193,Georgia,Macon,-1,0,406,0%,,,,,
502,13195,Georgia,Madison,-1,0,286,0%,,,,,
503,13197,Georgia,Marion,-1,0,368,0%,,,,,
504,13199,Georgia,Meriwether,-1,0,505,0%,,,,,
505,13201,Georgia,Miller,-1,0,284,0%,,,,,
506,13205,Georgia,Mitchell,-1,0,514,0%,,,,,
507,13207,Georgia,Monroe,-1,0,398,0%,,,,,
508,13209,Georgia,Montgomery,-1,0,247,0%,,,,,
509,13211,Georgia,Morgan,-1,0,355,0%,,,,,
510,13213,Georgia,Murray,-1,0,347,0%,,,,,
511,13215,Georgia,Muscogee,-1,0,221,0%,,,,,
512,13217,Georgia,Newton,-1,0,279,0%,,,,,
513,13219,Georgia,Oconee,-1,0,186,0%,,,,,
514,13221,Georgia,Oglethorpe,-1,0,442,0%,,,,,
515,13223,Georgia,Paulding,-1,0,315,0%,,,,,
516,13225,Georgia,Peach,-1,0,151,0%,,,,,
517,13227,Georgia,Pickens,-1,0,233,0%,,,,,
518,13229,Georgia,Pierce,-1,0,344,0%,,,,,
519,13231,Georgia,Pike,-1,0,219,0%,,,,,
520,13233,Georgia,Polk,-1,0,312,0%,,,,,
521,16063,Idaho,Lincoln,-1,0,1206,0%,,,,,
522,16065,Idaho,Madison,"49,007",74,473,16%,,,,,
523,16067,Idaho,Minidoka,-1,0,763,0%,,,,,
524,16069,Idaho,Nez Perce,"109,694",165,856,19%,,,,,
525,16071,Idaho,Oneida,"94,626",142,1202,12%,,,,,
526,16073,Idaho,Owyhee,"391,783",588,7697,8%,,,,,
527,16075,Idaho,Payette,-1,0,410,0%,,,,,
528,16077,Idaho,Power,"90,154",135,1443,9%,,,,,
529,16079,Idaho,Shoshone,"1,584,227","2,376",2636,90%,,,,,
530,16081,Idaho,Teton,"116,521",175,451,39%,,,,,
531,16083,Idaho,Twin Falls,"15,200",23,1929,1%,,,,,
532,16085,Idaho,Valley,"2,076,387","3,115",3734,83%,,,,,
533,16087,Idaho,Washington,"93,066",140,1474,9%,,,,,
534,17001,Illinois,Adams,"95,219",143,871,16%,,,,,
535,17003,Illinois,Alexander,"66,425",100,253,39%,,,,,
536,17005,Illinois,Bond,"46,229",69,383,18%,,,,,
537,17007,Illinois,Boone,"2,909",4,282,2%,,,,,
538,17009,Illinois,Brown,"57,480",86,307,28%,,,,,
539,17011,Illinois,Bureau,"34,007",51,873,6%,,,,,
540,17013,Illinois,Calhoun,"70,558",106,284,37%,,,,,
541,17015,Illinois,Carroll,"52,823",79,466,17%,,,,,
542,17017,Illinois,Cass,"35,880",54,384,14%,,,,,
543,17019,Illinois,Champaign,"7,246",11,998,1%,,,,,
544,17021,Illinois,Christian,"15,860",24,716,3%,,,,,
545,17023,Illinois,Clark,"77,299",116,505,23%,,,,,
546,17025,Illinois,Clay,"43,367",65,470,14%,,,,,
547,17027,Illinois,Clinton,"35,354",53,504,11%,,,,,
548,17029,Illinois,Coles,"29,422",44,510,9%,,,,,
549,17031,Illinois,Cook,"76,067",114,1635,7%,,,,,
550,17033,Illinois,Crawford,"52,457",79,446,18%,,,,,
551,17035,Illinois,Cumberland,"9,483",14,347,4%,,,,,
552,17037,Illinois,DeKalb,"16,549",25,635,4%,,,,,
553,17039,Illinois,De Witt,"15,191",23,405,6%,,,,,
554,17041,Illinois,Douglas,"9,688",15,417,3%,,,,,
555,17043,Illinois,DuPage,"10,578",16,337,5%,,,,,
556,17045,Illinois,Edgar,"8,470",13,624,2%,,,,,
557,17047,Illinois,Edwards,"21,430",32,223,14%,,,,,
558,13307,Georgia,Webster,-1,0,210,0%,,,,,
559,13309,Georgia,Wheeler,-1,0,300,0%,,,,,
560,13311,Georgia,White,-1,0,242,0%,,,,,
561,13313,Georgia,Whitfield,-1,0,291,0%,,,,,
562,13315,Georgia,Wilcox,-1,0,383,0%,,,,,
563,13317,Georgia,Wilkes,-1,0,474,0%,,,,,
564,13319,Georgia,Wilkinson,-1,0,452,0%,,,,,
565,13321,Georgia,Worth,-1,0,575,0%,,,,,
566,15001,Hawaii,Hawaii,-1,0,5087,0%,,,,,
567,15003,Hawaii,Honolulu,-1,0,2127,0%,,,,,
568,15005,Hawaii,Kalawao,-1,0,52,0%,,,,,
569,15007,Hawaii,Kauai,-1,0,1266,0%,,,,,
570,15009,Hawaii,Maui,-1,0,2399,0%,,,,,
571,16001,Idaho,Ada,"5,800",9,1060,1%,,,,,
572,16003,Idaho,Adams,"503,712",756,1370,55%,,,,,
573,16005,Idaho,Bannock,"152,402",229,1148,20%,,,,,
574,16007,Idaho,Bear Lake,"169,755",255,1049,24%,,,,,
575,16009,Idaho,Benewah,"400,651",601,784,77%,,,,,
576,16011,Idaho,Bingham,"71,498",107,2120,5%,,,,,
577,16013,Idaho,Blaine,"342,732",514,2661,19%,,,,,
578,16015,Idaho,Boise,"852,833","1,279",1907,67%,,,,,
579,16017,Idaho,Bonner,"960,463","1,441",1920,75%,,,,,
580,16019,Idaho,Bonneville,"388,926",583,1901,31%,,,,,
581,16021,Idaho,Boundary,"723,495","1,085",1278,85%,,,,,
582,16023,Idaho,Butte,"155,158",233,2234,10%,,,,,
583,16025,Idaho,Camas,"221,946",333,1079,31%,,,,,
584,16027,Idaho,Canyon,-1,0,604,0%,,,,,
585,16029,Idaho,Caribou,"414,168",621,1799,35%,,,,,
586,16031,Idaho,Cassia,"223,045",335,2580,13%,,,,,
587,16033,Idaho,Clark,"218,989",328,1765,19%,,,,,
588,16035,Idaho,Clearwater,"1,425,200","2,138",2488,86%,,,,,
589,16037,Idaho,Custer,"1,438,643","2,158",4937,44%,,,,,
590,16039,Idaho,Elmore,"519,609",779,3101,25%,,,,,
591,16041,Idaho,Franklin,"118,212",177,668,27%,,,,,
592,16043,Idaho,Fremont,"528,201",792,1896,42%,,,,,
593,16045,Idaho,Gem,"40,797",61,566,11%,,,,,
594,16047,Idaho,Gooding,-1,0,734,0%,,,,,
595,16049,Idaho,Idaho,"4,374,558","6,562",8503,77%,,,,,
596,16051,Idaho,Jefferson,"6,262",9,1106,1%,,,,,
597,16053,Idaho,Jerome,-1,0,602,0%,,,,,
598,16055,Idaho,Kootenai,"580,956",871,1316,66%,,,,,
599,16057,Idaho,Latah,"381,506",572,1077,53%,,,,,
600,16059,Idaho,Lemhi,"1,734,250","2,601",4570,57%,,,,,
601,16061,Idaho,Lewis,"86,874",130,480,27%,,,,,
602,17109,Illinois,McDonough,"53,132",80,590,14%,,,,,
603,17111,Illinois,McHenry,"60,972",91,611,15%,,,,,
604,17113,Illinois,McLean,"17,344",26,1186,2%,,,,,
605,17115,Illinois,Macon,"18,809",28,585,5%,,,,,
606,17117,Illinois,Macoupin,"95,941",144,868,17%,,,,,
607,17119,Illinois,Madison,"99,158",149,740,20%,,,,,
608,17121,Illinois,Marion,"91,749",138,576,24%,,,,,
609,17123,Illinois,Marshall,"21,431",32,399,8%,,,,,
610,17125,Illinois,Mason,"27,330",41,563,7%,,,,,
611,17127,Illinois,Massac,"40,986",61,242,25%,,,,,
612,17129,Illinois,Menard,"17,159",26,315,8%,,,,,
613,17131,Illinois,Mercer,"28,068",42,569,7%,,,,,
614,17133,Illinois,Monroe,"37,392",56,398,14%,,,,,
615,17135,Illinois,Montgomery,"51,427",77,710,11%,,,,,
616,17137,Illinois,Morgan,"60,526",91,572,16%,,,,,
617,17139,Illinois,Moultrie,"5,232",8,344,2%,,,,,
618,17141,Illinois,Ogle,"46,871",70,763,9%,,,,,
619,17143,Illinois,Peoria,"67,234",101,631,16%,,,,,
620,17145,Illinois,Perry,"47,107",71,447,16%,,,,,
621,17147,Illinois,Piatt,"7,246",11,440,2%,,,,,
622,17149,Illinois,Pike,"126,706",190,849,22%,,,,,
623,17151,Illinois,Pope,"151,896",228,375,61%,,,,,
624,17153,Illinois,Pulaski,"39,775",60,203,29%,,,,,
625,17155,Illinois,Putnam,"25,137",38,172,22%,,,,,
626,17049,Illinois,Effingham,"70,151",105,480,22%,,,,,
627,17051,Illinois,Fayette,"116,183",174,725,24%,,,,,
628,17053,Illinois,Ford,-1,0,486,0%,,,,,
629,17055,Illinois,Franklin,"63,306",95,431,22%,,,,,
630,17057,Illinois,Fulton,"175,732",264,883,30%,,,,,
631,17059,Illinois,Gallatin,"42,592",64,328,19%,,,,,
632,17061,Illinois,Greene,"40,577",61,546,11%,,,,,
633,17063,Illinois,Grundy,"7,968",12,430,3%,,,,,
634,17065,Illinois,Hamilton,"66,726",100,436,23%,,,,,
635,17067,Illinois,Hancock,"70,472",106,815,13%,,,,,
636,17069,Illinois,Hardin,"77,409",116,182,64%,,,,,
637,17071,Illinois,Henderson,"53,213",80,395,20%,,,,,
638,17073,Illinois,Henry,"35,620",53,826,6%,,,,,
639,17075,Illinois,Iroquois,"19,052",29,1118,3%,,,,,
640,17077,Illinois,Jackson,"154,305",231,603,38%,,,,,
641,17079,Illinois,Jasper,"38,175",57,498,11%,,,,,
642,17081,Illinois,Jefferson,"91,582",137,584,24%,,,,,
643,17083,Illinois,Jersey,"68,409",103,377,27%,,,,,
644,17085,Illinois,Jo Daviess,"71,213",107,619,17%,,,,,
645,17087,Illinois,Johnson,"116,202",174,349,50%,,,,,
646,17089,Illinois,Kane,"24,785",37,524,7%,,,,,
647,17091,Illinois,Kankakee,"15,698",24,681,3%,,,,,
648,17093,Illinois,Kendall,"8,787",13,323,4%,,,,,
649,17095,Illinois,Knox,"63,119",95,720,13%,,,,,
650,17097,Illinois,Lake,"37,625",56,1368,4%,,,,,
651,17099,Illinois,LaSalle,"45,805",69,1148,6%,,,,,
652,17101,Illinois,Lawrence,"51,469",77,374,21%,,,,,
653,17103,Illinois,Lee,"11,042",17,729,2%,,,,,
654,17105,Illinois,Livingston,"12,491",19,1045,2%,,,,,
655,17107,Illinois,Logan,"30,097",45,619,7%,,,,,
656,18005,Indiana,Bartholomew,"58,847",88,409,22%,,,,,
657,18007,Indiana,Benton,-1,0,406,0%,,,,,
658,18009,Indiana,Blackford,"15,127",23,165,14%,,,,,
659,18011,Indiana,Boone,"7,372",11,423,3%,,,,,
660,18013,Indiana,Brown,"158,988",238,317,75%,,,,,
661,18015,Indiana,Carroll,"14,911",22,375,6%,,,,,
662,18017,Indiana,Cass,"24,897",37,415,9%,,,,,
663,18019,Indiana,Clark,"88,042",132,376,35%,,,,,
664,18021,Indiana,Clay,"64,897",97,360,27%,,,,,
665,18023,Indiana,Clinton,95,0,405,0%,,,,,
666,18025,Indiana,Crawford,"128,851",193,309,63%,,,,,
667,18027,Indiana,Daviess,"39,663",59,437,14%,,,,,
668,18029,Indiana,Dearborn,"92,812",139,307,45%,,,,,
669,17157,Illinois,Randolph,"108,616",163,597,27%,,,,,
670,17159,Illinois,Richland,"43,419",65,362,18%,,,,,
671,17161,Illinois,Rock Island,"45,624",68,451,15%,,,,,
672,17163,Illinois,St. Clair,"69,090",104,674,15%,,,,,
673,17165,Illinois,Saline,"72,367",109,387,28%,,,,,
674,17167,Illinois,Sangamon,"48,724",73,877,8%,,,,,
675,17169,Illinois,Schuyler,"109,196",164,441,37%,,,,,
676,17171,Illinois,Scott,"1,478",2,253,1%,,,,,
677,17173,Illinois,Shelby,"56,090",84,768,11%,,,,,
678,17175,Illinois,Stark,"6,448",10,288,3%,,,,,
679,17177,Illinois,Stephenson,"26,174",39,565,7%,,,,,
680,17179,Illinois,Tazewell,"18,757",28,658,4%,,,,,
681,17181,Illinois,Union,"135,513",203,422,48%,,,,,
682,17183,Illinois,Vermilion,"62,329",93,902,10%,,,,,
683,17185,Illinois,Wabash,333,0,228,0%,,,,,
684,17187,Illinois,Warren,"26,619",40,543,7%,,,,,
685,17189,Illinois,Washington,"46,532",70,564,12%,,,,,
686,17191,Illinois,Wayne,"89,940",135,716,19%,,,,,
687,17193,Illinois,White,"54,502",82,502,16%,,,,,
688,17195,Illinois,Whiteside,"21,445",32,697,5%,,,,,
689,17197,Illinois,Will,"29,357",44,849,5%,,,,,
690,17199,Illinois,Williamson,"54,361",82,444,18%,,,,,
691,17201,Illinois,Winnebago,"23,697",36,519,7%,,,,,
692,17203,Illinois,Woodford,"52,118",78,543,14%,,,,,
693,18001,Indiana,Adams,"7,050",11,340,3%,,,,,
694,18003,Indiana,Allen,"63,439",95,660,14%,,,,,
695,18041,Indiana,Fayette,"32,569",49,215,23%,,,,,
696,18043,Indiana,Floyd,"46,377",70,148,47%,,,,,
697,18059,Indiana,Hancock,"20,572",31,307,10%,,,,,
698,18061,Indiana,Harrison,"129,372",194,487,40%,,,,,
699,18063,Indiana,Hendricks,"26,708",40,409,10%,,,,,
700,18065,Indiana,Henry,"20,908",31,395,8%,,,,,
701,18067,Indiana,Howard,"10,450",16,294,5%,,,,,
702,18031,Indiana,Decatur,"40,211",60,373,16%,,,,,
703,18033,Indiana,DeKalb,"27,192",41,364,11%,,,,,
704,18035,Indiana,Delaware,"16,870",25,396,6%,,,,,
705,18037,Indiana,Dubois,"97,307",146,435,34%,,,,,
706,18039,Indiana,Elkhart,"46,310",69,468,15%,,,,,
707,18101,Indiana,Martin,"138,900",208,341,61%,,,,,
708,18045,Indiana,Fountain,"44,727",67,398,17%,,,,,
709,18047,Indiana,Franklin,"128,536",193,391,49%,,,,,
710,18049,Indiana,Fulton,"17,947",27,371,7%,,,,,
711,18051,Indiana,Gibson,"40,160",60,499,12%,,,,,
712,18053,Indiana,Grant,"34,810",52,415,13%,,,,,
713,18055,Indiana,Greene,"117,804",177,546,32%,,,,,
714,18057,Indiana,Hamilton,"16,138",24,403,6%,,,,,
715,18093,Indiana,Lawrence,"143,723",216,452,48%,,,,,
716,18095,Indiana,Madison,"22,054",33,453,7%,,,,,
717,18097,Indiana,Marion,"25,583",38,403,10%,,,,,
718,18099,Indiana,Marshall,"35,492",53,450,12%,,,,,
719,18161,Indiana,Union,"21,640",32,165,20%,,,,,
720,18163,Indiana,Vanderburgh,"13,201",20,236,8%,,,,,
721,18165,Indiana,Vermillion,"23,258",35,260,13%,,,,,
722,18167,Indiana,Vigo,"50,906",76,411,19%,,,,,
723,18103,Indiana,Miami,"16,690",25,377,7%,,,,,
724,18105,Indiana,Monroe,"152,929",229,411,56%,,,,,
725,18107,Indiana,Montgomery,"46,758",70,505,14%,,,,,
726,18109,Indiana,Morgan,"95,794",144,409,35%,,,,,
727,18111,Indiana,Newton,"16,670",25,404,6%,,,,,
728,18113,Indiana,Noble,"44,993",67,418,16%,,,,,
729,18115,Indiana,Ohio,"18,186",27,87,31%,,,,,
730,18117,Indiana,Orange,"120,846",181,408,44%,,,,,
731,18119,Indiana,Owen,"134,273",201,388,52%,,,,,
732,18121,Indiana,Parke,"102,471",154,450,34%,,,,,
733,18123,Indiana,Perry,"153,367",230,386,60%,,,,,
734,18125,Indiana,Pike,"102,956",154,341,45%,,,,,
735,18127,Indiana,Porter,"37,793",57,522,11%,,,,,
736,18129,Indiana,Posey,"44,024",66,419,16%,,,,,
737,18131,Indiana,Pulaski,"26,964",40,435,9%,,,,,
738,18133,Indiana,Putnam,"103,390",155,483,32%,,,,,
739,18069,Indiana,Huntington,"36,119",54,388,14%,,,,,
740,18071,Indiana,Jackson,"123,055",185,514,36%,,,,,
741,18073,Indiana,Jasper,"43,023",65,561,12%,,,,,
742,18075,Indiana,Jay,"32,016",48,384,13%,,,,,
743,18077,Indiana,Jefferson,"92,089",138,363,38%,,,,,
744,18079,Indiana,Jennings,"103,136",155,378,41%,,,,,
745,18081,Indiana,Johnson,"36,567",55,322,17%,,,,,
746,18083,Indiana,Knox,"38,904",58,524,11%,,,,,
747,18085,Indiana,Kosciusko,"43,900",66,554,12%,,,,,
748,18087,Indiana,LaGrange,"29,513",44,387,11%,,,,,
749,18089,Indiana,Lake,"20,212",30,626,5%,,,,,
750,18091,Indiana,LaPorte,"65,274",98,613,16%,,,,,
751,18149,Indiana,Starke,"24,045",36,312,12%,,,,,
752,18151,Indiana,Steuben,"39,838",60,323,19%,,,,,
753,18153,Indiana,Sullivan,"81,314",122,454,27%,,,,,
754,18155,Indiana,Switzerland,"72,032",108,224,48%,,,,,
755,18157,Indiana,Tippecanoe,"30,501",46,503,9%,,,,,
756,18159,Indiana,Tipton,"5,201",8,260,3%,,,,,
757,19019,Iowa,Buchanan,"4,128",6,573,1%,,,,,
758,18169,Indiana,Wabash,"36,978",55,421,13%,,,,,
759,18171,Indiana,Warren,"13,761",21,367,6%,,,,,
760,18173,Indiana,Warrick,"74,831",112,391,29%,,,,,
761,18175,Indiana,Washington,"126,318",189,517,37%,,,,,
762,18177,Indiana,Wayne,"12,344",19,404,5%,,,,,
763,18179,Indiana,Wells,"15,605",23,370,6%,,,,,
764,18181,Indiana,White,"26,231",39,509,8%,,,,,
765,18183,Indiana,Whitley,"20,600",31,338,9%,,,,,
766,19001,Iowa,Adair,"22,383",34,570,6%,,,,,
767,18135,Indiana,Randolph,"31,041",47,453,10%,,,,,
768,18137,Indiana,Ripley,"99,573",149,448,33%,,,,,
769,18139,Indiana,Rush,"16,503",25,409,6%,,,,,
770,18141,Indiana,St. Joseph,"38,690",58,461,13%,,,,,
771,18143,Indiana,Scott,"32,311",48,193,25%,,,,,
772,18145,Indiana,Shelby,"12,587",19,413,5%,,,,,
773,18147,Indiana,Spencer,"66,403",100,401,25%,,,,,
774,19013,Iowa,Black Hawk,"23,947",36,572,6%,,,,,
775,19015,Iowa,Boone,"27,522",41,574,7%,,,,,
776,19017,Iowa,Bremer,"24,050",36,440,8%,,,,,
777,19051,Iowa,Davis,"49,968",75,505,15%,,,,,
778,19021,Iowa,Buena Vista,"7,417",11,580,2%,,,,,
779,19023,Iowa,Butler,"6,269",9,582,2%,,,,,
780,19025,Iowa,Calhoun,-1,0,572,0%,,,,,
781,19027,Iowa,Carroll,-1,0,570,0%,,,,,
782,19029,Iowa,Cass,"12,594",19,565,3%,,,,,
783,19031,Iowa,Cedar,"12,474",19,582,3%,,,,,
784,19033,Iowa,Cerro Gordo,"6,798",10,575,2%,,,,,
785,19035,Iowa,Cherokee,"10,109",15,577,3%,,,,,
786,19003,Iowa,Adams,"7,452",11,425,3%,,,,,
787,19005,Iowa,Allamakee,"167,495",251,659,38%,,,,,
788,19007,Iowa,Appanoose,"78,143",117,516,23%,,,,,
789,19009,Iowa,Audubon,"6,492",10,444,2%,,,,,
790,19011,Iowa,Benton,"26,600",40,719,6%,,,,,
791,19065,Iowa,Fayette,"26,485",40,731,5%,,,,,
792,19067,Iowa,Floyd,"29,848",45,501,9%,,,,,
793,19069,Iowa,Franklin,"7,564",11,583,2%,,,,,
794,19071,Iowa,Fremont,"31,369",47,517,9%,,,,,
795,19073,Iowa,Greene,"30,809",46,571,8%,,,,,
796,19075,Iowa,Grundy,"6,269",9,503,2%,,,,,
797,19037,Iowa,Chickasaw,"8,680",13,506,3%,,,,,
798,19039,Iowa,Clarke,"39,952",60,432,14%,,,,,
799,19041,Iowa,Clay,"6,159",9,573,2%,,,,,
800,19043,Iowa,Clayton,"123,966",186,793,23%,,,,,
801,19045,Iowa,Clinton,"32,387",49,710,7%,,,,,
802,19047,Iowa,Crawford,"19,601",29,715,4%,,,,,
803,19049,Iowa,Dallas,"31,856",48,592,8%,,,,,
804,19097,Iowa,Jackson,"90,929",136,650,21%,,,,,
805,19053,Iowa,Decatur,"97,151",146,533,27%,,,,,
806,19055,Iowa,Delaware,"17,224",26,579,4%,,,,,
807,19057,Iowa,Des Moines,"66,681",100,430,23%,,,,,
808,19059,Iowa,Dickinson,"1,200",2,404,0%,,,,,
809,19061,Iowa,Dubuque,"53,313",80,617,13%,,,,,
810,19063,Iowa,Emmet,"3,027",5,402,1%,,,,,
811,19089,Iowa,Howard,"35,989",54,474,11%,,,,,
812,19091,Iowa,Humboldt,"6,264",9,436,2%,,,,,
813,19093,Iowa,Ida,"3,532",5,432,1%,,,,,
814,19095,Iowa,Iowa,"27,802",42,587,7%,,,,,
815,19099,Iowa,Jasper,"13,157",20,733,3%,,,,,
816,19101,Iowa,Jefferson,"36,284",54,437,12%,,,,,
817,19103,Iowa,Johnson,"42,446",64,623,10%,,,,,
818,19105,Iowa,Jones,"26,918",40,577,7%,,,,,
819,19107,Iowa,Keokuk,"20,559",31,580,5%,,,,,
820,19109,Iowa,Kossuth,"6,075",9,974,1%,,,,,
821,19111,Iowa,Lee,"69,467",104,539,19%,,,,,
822,19113,Iowa,Linn,"43,868",66,725,9%,,,,,
823,19115,Iowa,Louisa,"18,901",28,418,7%,,,,,
824,19117,Iowa,Lucas,"62,292",93,434,22%,,,,,
825,19119,Iowa,Lyon,"7,019",11,588,2%,,,,,
826,19077,Iowa,Guthrie,"59,677",90,593,15%,,,,,
827,19079,Iowa,Hamilton,"7,613",11,577,2%,,,,,
828,19081,Iowa,Hancock,174,0,573,0%,,,,,
829,19083,Iowa,Hardin,"17,859",27,570,5%,,,,,
830,19085,Iowa,Harrison,"41,741",63,701,9%,,,,,
831,19087,Iowa,Henry,"33,830",51,437,12%,,,,,
832,19129,Iowa,Mills,"34,576",52,440,12%,,,,,
833,19131,Iowa,Mitchell,"8,048",12,469,3%,,,,,
834,19133,Iowa,Monona,"36,720",55,699,8%,,,,,
835,19135,Iowa,Monroe,"63,568",95,434,22%,,,,,
836,19137,Iowa,Montgomery,"12,951",19,425,5%,,,,,
837,19139,Iowa,Muscatine,"41,935",63,449,14%,,,,,
838,19141,Iowa,O'Brien,826,1,573,0%,,,,,
839,19143,Iowa,Osceola,-1,0,400,0%,,,,,
840,19145,Iowa,Page,"30,888",46,535,9%,,,,,
841,19147,Iowa,Palo Alto,"6,159",9,569,2%,,,,,
842,19149,Iowa,Plymouth,"23,857",36,864,4%,,,,,
843,19151,Iowa,Pocahontas,"2,478",4,579,1%,,,,,
844,19153,Iowa,Polk,"44,458",67,592,11%,,,,,
845,19155,Iowa,Pottawattamie,"34,063",51,960,5%,,,,,
846,19157,Iowa,Poweshiek,"19,979",30,586,5%,,,,,
847,19159,Iowa,Ringgold,"22,045",33,539,6%,,,,,
848,19161,Iowa,Sac,"3,996",6,578,1%,,,,,
849,19163,Iowa,Scott,"25,383",38,468,8%,,,,,
850,19165,Iowa,Shelby,"2,569",4,591,1%,,,,,
851,19167,Iowa,Sioux,-1,0,769,0%,,,,,
852,19121,Iowa,Madison,"48,086",72,562,13%,,,,,
853,19123,Iowa,Mahaska,"54,678",82,573,14%,,,,,
854,19125,Iowa,Marion,"42,273",63,571,11%,,,,,
855,19127,Iowa,Marshall,"19,177",29,573,5%,,,,,
856,19179,Iowa,Wapello,"64,087",96,436,22%,,,,,
857,19181,Iowa,Warren,"37,043",56,573,10%,,,,,
858,19183,Iowa,Washington,"26,716",40,571,7%,,,,,
859,19185,Iowa,Wayne,"31,017",47,527,9%,,,,,
860,19187,Iowa,Webster,"32,069",48,718,7%,,,,,
861,19189,Iowa,Winnebago,-1,0,402,0%,,,,,
862,19191,Iowa,Winneshiek,"64,336",97,690,14%,,,,,
863,19193,Iowa,Woodbury,"22,654",34,877,4%,,,,,
864,19195,Iowa,Worth,"1,737",3,402,1%,,,,,
865,19197,Iowa,Wright,"10,039",15,583,3%,,,,,
866,20001,Kansas,Allen,"24,001",36,505,7%,,,,,
867,20003,Kansas,Anderson,"25,683",39,584,7%,,,,,
868,20005,Kansas,Atchison,"18,036",27,435,6%,,,,,
869,20007,Kansas,Barber,"44,780",67,1136,6%,,,,,
870,20009,Kansas,Barton,"6,093",9,901,1%,,,,,
871,20011,Kansas,Bourbon,"90,521",136,639,21%,,,,,
872,20013,Kansas,Brown,"17,302",26,572,5%,,,,,
873,20015,Kansas,Butler,"56,076",84,1446,6%,,,,,
874,20017,Kansas,Chase,"24,438",37,778,5%,,,,,
875,19169,Iowa,Story,"29,059",44,574,8%,,,,,
